1641981467.649127,10.0.0.2:37018,,,14,26064,12.357
1641981467.672155,10.0.0.2:37018,,,20,43440,24.337
1641981467.694712,10.0.0.2:37018,,,25,57920,34.036
1641981467.717306,10.0.0.2:37018,,,30,72400,41.611
1641981467.740045,10.0.0.2:37018,2,2,25,16,51.486
1641981467.762437,10.0.0.2:37018,5,5,16,16,56.476
1641981467.784364,10.0.0.2:37018,10,11,10,16,58.389
1641981467.806606,10.0.0.2:37018,11,17,16,16,52.812
1641981467.829078,10.0.0.2:37018,5,17,16,16,45.75
1641981467.851734,10.0.0.2:37018,0,17,16,16,49.311
1641981467.873685,10.0.0.2:37018,1,18,12,8,55.533
1641981467.896179,10.0.0.2:37018,1,18,10,8,57.973
1641981467.918443,10.0.0.2:37018,0,18,8,8,58.958
1641981467.941001,10.0.0.2:37018,0,18,8,8,50.845
1641981467.963392,10.0.0.2:37018,0,18,9,8,40.585
1641981467.985603,10.0.0.2:37018,0,18,10,8,37.473
1641981468.007873,10.0.0.2:37018,0,18,10,8,36.796
1641981468.029298,10.0.0.2:37018,0,18,11,8,38.012
1641981468.051679,10.0.0.2:37018,0,18,11,8,39.336
1641981468.073846,10.0.0.2:37018,0,18,12,8,41.153
1641981468.095895,10.0.0.2:37018,0,18,12,8,42.97
1641981468.118368,10.0.0.2:37018,0,18,13,8,44.584
1641981468.141078,10.0.0.2:37018,0,18,13,8,46.683
1641981468.163281,10.0.0.2:37018,0,18,13,8,47.581
1641981468.185674,10.0.0.2:37018,0,18,14,8,50.293
1641981468.208078,10.0.0.2:37018,0,18,14,8,51.497
1641981468.231433,10.0.0.2:37018,0,18,15,8,53.318
1641981468.254448,10.0.0.2:37018,0,18,15,8,55.064
1641981468.276356,10.0.0.2:37018,0,18,15,8,55.867
1641981468.298470,10.0.0.2:37018,0,18,16,8,57.921
1641981468.320684,10.0.0.2:37018,0,18,16,8,60.096
1641981468.342296,10.0.0.2:37018,0,18,16,8,61.596
1641981468.364783,10.0.0.2:37018,1,19,13,8,60.492
1641981468.386940,10.0.0.2:37018,1,19,10,8,59.922
1641981468.408720,10.0.0.2:37018,0,19,8,8,59.732
1641981468.430728,10.0.0.2:37018,0,19,8,8,56.873
1641981468.453302,10.0.0.2:37018,0,19,9,8,51.479
1641981468.476063,10.0.0.2:37018,0,19,10,8,45.162
1641981468.498533,10.0.0.2:37018,0,19,10,8,43.583
1641981468.521414,10.0.0.2:37018,0,19,11,8,42.536
1641981468.543576,10.0.0.2:37018,0,19,11,8,41.826
1641981468.566067,10.0.0.2:37018,0,19,12,8,42.418
1641981468.588550,10.0.0.2:37018,0,19,12,8,44.411
1641981468.611600,10.0.0.2:37018,0,19,13,8,45.812
1641981468.634816,10.0.0.2:37018,0,19,13,8,46.613
1641981468.656588,10.0.0.2:37018,0,19,14,8,47.123
1641981468.678868,10.0.0.2:37018,0,19,14,8,47.4
1641981468.700877,10.0.0.2:37018,0,19,14,8,47.621
1641981468.722600,10.0.0.2:37018,0,19,15,8,49.908
1641981468.744419,10.0.0.2:37018,0,19,15,8,51.573
1641981468.766815,10.0.0.2:37018,0,19,15,8,53.344
1641981468.789920,10.0.0.2:37018,0,19,16,8,54.39
1641981468.812176,10.0.0.2:37018,0,19,16,8,57.698
1641981468.837221,10.0.0.2:37018,0,19,16,8,59.944
1641981468.860251,10.0.0.2:37018,0,19,17,8,61.473
1641981468.883257,10.0.0.2:37018,0,19,17,8,62.514
1641981468.905534,10.0.0.2:37018,0,19,17,8,62.99
1641981468.928747,10.0.0.2:37018,2,21,14,9,61.404
1641981468.951757,10.0.0.2:37018,2,21,11,9,60.177
1641981468.973764,10.0.0.2:37018,2,22,8,9,60.079
1641981468.996853,10.0.0.2:37018,1,22,9,9,51.016
1641981469.019736,10.0.0.2:37018,0,22,9,9,45.311
1641981469.041788,10.0.0.2:37018,0,22,10,9,43.587
1641981469.064707,10.0.0.2:37018,0,22,10,9,42.452
1641981469.087365,10.0.0.2:37018,0,22,11,9,41.731
1641981469.110245,10.0.0.2:37018,0,22,11,9,41.383
1641981469.132476,10.0.0.2:37018,0,22,12,9,42.946
1641981469.155071,10.0.0.2:37018,0,22,12,9,44.238
1641981469.177966,10.0.0.2:37018,0,22,13,9,45.626
1641981469.200395,10.0.0.2:37018,0,22,13,9,46.576
1641981469.223116,10.0.0.2:37018,0,22,14,9,47.18
1641981469.246027,10.0.0.2:37018,0,22,14,9,49.352
1641981469.268788,10.0.0.2:37018,0,22,14,9,51.716
1641981469.293719,10.0.0.2:37018,0,22,15,9,53.295
1641981469.316246,10.0.0.2:37018,0,22,15,9,54.287
1641981469.339115,10.0.0.2:37018,0,22,15,9,55.022
1641981469.362108,10.0.0.2:37018,0,22,16,9,55.563
1641981469.384657,10.0.0.2:37018,0,22,16,9,55.92
1641981469.407748,10.0.0.2:37018,0,22,17,9,57.089
1641981469.430083,10.0.0.2:37018,1,23,13,8,58.246
1641981469.452260,10.0.0.2:37018,1,23,10,8,58.955
1641981469.474644,10.0.0.2:37018,0,23,8,8,59.253
1641981469.497292,10.0.0.2:37018,0,23,8,8,56.528
1641981469.519709,10.0.0.2:37018,0,23,9,8,51.204
1641981469.541993,10.0.0.2:37018,0,23,10,8,44.939
1641981469.568251,10.0.0.2:37018,0,23,10,8,43.374
1641981469.591890,10.0.0.2:37018,0,23,11,8,42.394
1641981469.614499,10.0.0.2:37018,0,23,11,8,41.762
1641981469.636912,10.0.0.2:37018,0,23,12,8,43.173
1641981469.659852,10.0.0.2:37018,0,23,12,8,44.915
1641981469.682889,10.0.0.2:37018,0,23,13,8,46.106
1641981469.704806,10.0.0.2:37018,0,23,13,8,46.667
1641981469.727758,10.0.0.2:37018,0,23,14,8,47.25
