1639145614.484220,10.0.0.2:47828,,,10,14480,10.651
1639145614.507020,10.0.0.2:47828,,,16,31856,12.492
1639145614.530436,10.0.0.2:47828,,,22,49232,19.962
1639145614.553376,10.0.0.2:47828,,,28,66608,29.931
1639145614.576064,10.0.0.2:47828,,,32,16,37.228
1639145614.597758,10.0.0.2:47828,,,25,16,48.235
1639145614.620451,10.0.0.2:47828,,,22,16,60.084
1639145614.642662,10.0.0.2:47828,,,19,16,71.496
1639145614.664137,10.0.0.2:47828,,,16,16,79.358
1639145614.686709,10.0.0.2:47828,,,16,16,91.518
1639145614.709191,10.0.0.2:47828,,,16,16,96.967
1639145614.731540,10.0.0.2:47828,,,16,16,87.261
1639145614.753652,10.0.0.2:47828,,,16,16,81.92
1639145614.776784,10.0.0.2:47828,,,17,16,73.476
1639145614.799981,10.0.0.2:47828,,,17,16,69.181
1639145614.821981,10.0.0.2:47828,,,17,16,67.722
1639145614.845455,10.0.0.2:47828,,,18,16,68.136
1639145614.869393,10.0.0.2:47828,,,18,16,69.142
1639145614.893369,10.0.0.2:47828,,,18,16,68.908
1639145614.915541,10.0.0.2:47828,,,19,16,70.32
1639145614.938888,10.0.0.2:47828,,,19,16,70.276
1639145614.962675,10.0.0.2:47828,,,19,16,70.125
1639145614.987000,10.0.0.2:47828,,,20,16,71.108
1639145615.009771,10.0.0.2:47828,,,20,16,72.918
1639145615.033153,10.0.0.2:47828,,,20,16,74.174
1639145615.056223,10.0.0.2:47828,,,21,16,75.081
1639145615.079727,10.0.0.2:47828,,,21,16,76.98
1639145615.102846,10.0.0.2:47828,,,21,16,78.205
1639145615.126934,10.0.0.2:47828,,,21,16,78.766
1639145615.150649,10.0.0.2:47828,,,22,16,79.39
1639145615.172637,10.0.0.2:47828,,,22,16,79.832
1639145615.195975,10.0.0.2:47828,,,22,16,80.144
1639145615.219035,10.0.0.2:47828,,,22,16,80.38
1639145615.242363,10.0.0.2:47828,,,23,16,82.457
1639145615.264649,10.0.0.2:47828,,,23,16,84.587
1639145615.288726,10.0.0.2:47828,,,23,16,85.578
1639145615.312175,10.0.0.2:47828,,,23,16,86.645
1639145615.335311,10.0.0.2:47828,,,24,16,87.356
1639145615.358085,10.0.0.2:47828,,,24,16,87.808
1639145615.381059,10.0.0.2:47828,,,24,16,88.114
1639145615.403882,10.0.0.2:47828,,,24,16,88.305
1639145615.427065,10.0.0.2:47828,,,25,16,89.93
