1641981352.477485,10.0.0.2:37016,,,10,14480,51.096
1641981352.499619,10.0.0.2:37016,,,10,14480,51.096
1641981352.521160,10.0.0.2:37016,,,10,14480,51.096
1641981352.542771,10.0.0.2:37016,,,17,34752,57.173
1641981352.564157,10.0.0.2:37016,,,20,43440,64.296
1641981352.586096,10.0.0.2:37016,,,25,57920,60.034
1641981352.607859,10.0.0.2:37016,,,30,72400,63.337
1641981352.631213,10.0.0.2:37016,1,1,26,15,67.269
1641981352.654134,10.0.0.2:37016,4,4,17,15,64.121
1641981352.675948,10.0.0.2:37016,9,9,10,15,62.904
1641981352.698149,10.0.0.2:37016,12,16,15,15,59.125
1641981352.720397,10.0.0.2:37016,9,16,15,15,56.443
1641981352.742671,10.0.0.2:37016,2,16,15,15,54.905
1641981352.764763,10.0.0.2:37016,0,16,15,15,60.642
1641981352.787023,10.0.0.2:37016,0,16,15,15,58.288
1641981352.809644,10.0.0.2:37016,0,16,16,15,59.17
1641981352.831567,10.0.0.2:37016,0,16,16,15,59.965
1641981352.853887,10.0.0.2:37016,0,16,16,15,60.28
1641981352.877214,10.0.0.2:37016,0,16,16,15,60.433
1641981352.900216,10.0.0.2:37016,1,17,13,8,60.481
1641981352.922159,10.0.0.2:37016,1,17,10,8,60.519
1641981352.945205,10.0.0.2:37016,0,17,8,8,60.098
1641981352.968046,10.0.0.2:37016,0,17,8,8,57.233
1641981352.991375,10.0.0.2:37016,0,17,9,8,55.174
1641981353.014957,10.0.0.2:37016,0,17,9,8,53.459
1641981353.038968,10.0.0.2:37016,0,17,9,8,52.665
1641981353.061984,10.0.0.2:37016,0,17,10,8,51.73
1641981353.085199,10.0.0.2:37016,0,17,10,8,51.642
1641981353.107558,10.0.0.2:37016,0,17,11,8,54.313
1641981353.131117,10.0.0.2:37016,0,17,11,8,54.898
1641981353.153616,10.0.0.2:37016,0,17,12,8,54.573
1641981353.175139,10.0.0.2:37016,0,17,12,8,54.412
1641981353.198313,10.0.0.2:37016,0,17,12,8,53.653
1641981353.220603,10.0.0.2:37016,0,17,13,8,54.683
1641981353.242485,10.0.0.2:37016,0,17,13,8,55.253
1641981353.265013,10.0.0.2:37016,0,17,13,8,56.475
1641981353.287403,10.0.0.2:37016,0,17,14,8,57.884
1641981353.309650,10.0.0.2:37016,0,17,14,8,59.211
1641981353.332880,10.0.0.2:37016,0,17,14,8,58.803
1641981353.356540,10.0.0.2:37016,0,17,15,8,59.716
1641981353.380244,10.0.0.2:37016,0,17,15,8,58.999
1641981353.403969,10.0.0.2:37016,0,17,16,8,59.998
1641981353.426471,10.0.0.2:37016,0,17,16,8,60.26
1641981353.449752,10.0.0.2:37016,0,17,16,8,59.355
1641981353.473651,10.0.0.2:37016,1,18,15,8,59.545
1641981353.496854,10.0.0.2:37016,1,18,12,8,59.849
1641981353.519129,10.0.0.2:37016,1,18,10,8,59.682
1641981353.542018,10.0.0.2:37016,1,19,7,8,58.576
1641981353.565918,10.0.0.2:37016,1,19,7,8,56.365
1641981353.589083,10.0.0.2:37016,0,19,8,8,55.237
1641981353.611811,10.0.0.2:37016,0,19,8,8,55.841
1641981353.636351,10.0.0.2:37016,0,19,9,8,55.612
1641981353.658809,10.0.0.2:37016,0,19,9,8,54.567
1641981353.681755,10.0.0.2:37016,0,19,9,8,55.295
1641981353.705034,10.0.0.2:37016,0,19,10,8,56.151
1641981353.728971,10.0.0.2:37016,0,19,10,8,55.522
1641981353.752824,10.0.0.2:37016,0,19,11,8,55.027
1641981353.776464,10.0.0.2:37016,0,19,11,8,55.858
1641981353.799746,10.0.0.2:37016,0,19,12,8,54.265
1641981353.823245,10.0.0.2:37016,0,19,12,8,53.505
