1638953681.293876,10.0.0.2:38624,,,13,13
1638953681.322280,10.0.0.2:38624,,,13,13
1638953681.348248,10.0.0.2:38624,,,13,13
1638953681.372512,10.0.0.2:38624,,,14,13
1638953681.396794,10.0.0.2:38624,,,14,13
1638953681.421889,10.0.0.2:38624,,,15,13
1638953681.445465,10.0.0.2:38624,,,15,13
1638953681.469954,10.0.0.2:38624,,,15,13
1638953681.496382,10.0.0.2:38624,,,16,13
1638953681.520131,10.0.0.2:38624,,,16,13
1638953681.544077,10.0.0.2:38624,,,17,13
1638953681.567643,10.0.0.2:38624,,,17,13
1638953681.590334,10.0.0.2:38624,,,17,13
1638953681.614564,10.0.0.2:38624,,,18,13
1638953681.639096,10.0.0.2:38624,,,18,13
1638953681.662991,10.0.0.2:38624,,,18,13
1638953681.685484,10.0.0.2:38624,,,19,13
1638953681.710005,10.0.0.2:38624,,,19,13
1638953681.735637,10.0.0.2:38624,,,19,13
1638953681.760744,10.0.0.2:38624,,,20,13
1638953681.783600,10.0.0.2:38624,,,20,13
1638953681.808464,10.0.0.2:38624,,,20,13
1638953681.832814,10.0.0.2:38624,,,20,13
1638953681.858182,10.0.0.2:38624,,,21,13
1638953681.880877,10.0.0.2:38624,,,21,13
1638953681.905192,10.0.0.2:38624,,,21,13
1638953681.929672,10.0.0.2:38624,,,22,13
1638953681.954657,10.0.0.2:38624,,,22,13
1638953681.977884,10.0.0.2:38624,,,22,13
1638953682.002144,10.0.0.2:38624,,,22,13
1638953682.027406,10.0.0.2:38624,,,23,13
1638953682.050501,10.0.0.2:38624,,,23,13
1638953682.075072,10.0.0.2:38624,,,23,13
1638953682.101398,10.0.0.2:38624,,,23,13
1638953682.127918,10.0.0.2:38624,,,24,13
1638953682.153775,10.0.0.2:38624,,,24,13
1638953682.180662,10.0.0.2:38624,,,24,13
1638953682.207887,10.0.0.2:38624,,,25,13
1638953682.235039,10.0.0.2:38624,,,25,13
1638953682.261295,10.0.0.2:38624,,,25,13
1638953682.285034,10.0.0.2:38624,,,25,13
1638953682.309996,10.0.0.2:38624,,,26,13
1638953682.335796,10.0.0.2:38624,,,19,13
1638953682.360912,10.0.0.2:38624,,,16,13
1638953682.384308,10.0.0.2:38624,,,13,13
1638953682.409044,10.0.0.2:38624,,,13,13
1638953682.433542,10.0.0.2:38624,,,13,13
1638953682.458605,10.0.0.2:38624,,,14,13
1638953682.481865,10.0.0.2:38624,,,14,13
1638953682.506180,10.0.0.2:38624,,,14,13
1638953682.530687,10.0.0.2:38624,,,15,13
1638953682.554520,10.0.0.2:38624,,,15,13
1638953682.577221,10.0.0.2:38624,,,16,13
1638953682.601352,10.0.0.2:38624,,,16,13
1638953682.625487,10.0.0.2:38624,,,16,13
1638953682.648427,10.0.0.2:38624,,,17,13
1638953682.672811,10.0.0.2:38624,,,17,13
1638953682.696688,10.0.0.2:38624,,,17,13
1638953682.720388,10.0.0.2:38624,,,18,13
1638953682.744854,10.0.0.2:38624,,,18,13
1638953682.769105,10.0.0.2:38624,,,18,13
1638953682.793638,10.0.0.2:38624,,,19,13
1638953682.817731,10.0.0.2:38624,,,19,13
1638953682.841811,10.0.0.2:38624,,,19,13
1638953682.865648,10.0.0.2:38624,,,20,13
1638953682.888878,10.0.0.2:38624,,,20,13
1638953682.912606,10.0.0.2:38624,,,20,13
1638953682.936611,10.0.0.2:38624,,,21,13
1638953682.959904,10.0.0.2:38624,,,21,13
1638953682.982227,10.0.0.2:38624,,,21,13
1638953683.005650,10.0.0.2:38624,,,21,13
1638953683.029546,10.0.0.2:38624,,,22,13
1638953683.052549,10.0.0.2:38624,,,22,13
1638953683.075960,10.0.0.2:38624,,,22,13
1638953683.099629,10.0.0.2:38624,,,22,13
1638953683.124681,10.0.0.2:38624,,,23,13
1638953683.147939,10.0.0.2:38624,,,23,13
1638953683.172361,10.0.0.2:38624,,,23,13
1638953683.196499,10.0.0.2:38624,,,23,13
1638953683.219901,10.0.0.2:38624,,,24,13
1638953683.242733,10.0.0.2:38624,,,24,13
1638953683.266827,10.0.0.2:38624,,,24,13
1638953683.291015,10.0.0.2:38624,,,24,13
1638953683.313518,10.0.0.2:38624,,,25,13
1638953683.337189,10.0.0.2:38624,,,25,13
1638953683.361438,10.0.0.2:38624,,,25,13
1638953683.385002,10.0.0.2:38624,,,25,13
1638953683.408779,10.0.0.2:38624,,,26,13
1638953683.432767,10.0.0.2:38624,,,19,13
1638953683.456220,10.0.0.2:38624,,,16,13
1638953683.478753,10.0.0.2:38624,,,13,13
1638953683.503048,10.0.0.2:38624,,,13,13
1638953683.526893,10.0.0.2:38624,,,13,13
1638953683.550138,10.0.0.2:38624,,,13,13
1638953683.573395,10.0.0.2:38624,,,14,13
1638953683.597749,10.0.0.2:38624,,,14,13
1638953683.621411,10.0.0.2:38624,,,15,13
1638953683.643810,10.0.0.2:38624,,,15,13
1638953683.667635,10.0.0.2:38624,,,15,13
1638953683.691345,10.0.0.2:38624,,,16,13
1638953683.714734,10.0.0.2:38624,,,16,13
1638953683.738318,10.0.0.2:38624,,,17,13
1638953683.762142,10.0.0.2:38624,,,17,13
1638953683.789031,10.0.0.2:38624,,,17,13
1638953683.811690,10.0.0.2:38624,,,18,13
1638953683.835325,10.0.0.2:38624,,,18,13
1638953683.861746,10.0.0.2:38624,,,18,13
1638953683.885271,10.0.0.2:38624,,,19,13
1638953683.908878,10.0.0.2:38624,,,19,13
1638953683.932890,10.0.0.2:38624,,,19,13
1638953683.959169,10.0.0.2:38624,,,20,13
1638953683.981818,10.0.0.2:38624,,,20,13
1638953684.005640,10.0.0.2:38624,,,20,13
1638953684.031260,10.0.0.2:38624,,,20,13
1638953684.054289,10.0.0.2:38624,,,21,13
1638953684.077307,10.0.0.2:38624,,,21,13
1638953684.101362,10.0.0.2:38624,,,21,13
1638953684.125650,10.0.0.2:38624,,,22,13
1638953684.148920,10.0.0.2:38624,,,22,13
1638953684.172522,10.0.0.2:38624,,,22,13
1638953684.196665,10.0.0.2:38624,,,22,13
1638953684.219841,10.0.0.2:38624,,,23,13
1638953684.243187,10.0.0.2:38624,,,23,13
1638953684.266513,10.0.0.2:38624,,,23,13
1638953684.289284,10.0.0.2:38624,,,23,13
1638953684.312970,10.0.0.2:38624,,,24,13
1638953684.336632,10.0.0.2:38624,,,24,13
1638953684.359542,10.0.0.2:38624,,,24,13
1638953684.382479,10.0.0.2:38624,,,24,13
1638953684.406354,10.0.0.2:38624,,,25,13
1638953684.429729,10.0.0.2:38624,,,25,13
1638953684.452131,10.0.0.2:38624,,,25,13
1638953684.475319,10.0.0.2:38624,,,25,13
1638953684.498325,10.0.0.2:38624,,,25,13
1638953684.520838,10.0.0.2:38624,,,20,13
1638953684.544516,10.0.0.2:38624,,,17,13
1638953684.568368,10.0.0.2:38624,,,13,13
1638953684.590998,10.0.0.2:38624,,,13,13
1638953684.614388,10.0.0.2:38624,,,13,13
1638953684.638265,10.0.0.2:38624,,,13,13
